Date,portfolio_equity,portfolio_cum_return,benchmark_cum_return,AXP_asset,AMGN_asset,AMZN_asset,AAPL_asset,BA_asset,CAT_asset,CSCO_asset,CVX_asset,GS_asset,HD_asset,HON_asset,IBM_asset,JNJ_asset,KO_asset,JPM_asset,MCD_asset,MMM_asset,MRK_asset,MSFT_asset,NVDA_asset,NKE_asset,PG_asset,TRV_asset,UNH_asset,CRM_asset,VZ_asset,V_asset,WMT_asset,DIS_asset,SHW_asset
2024-01-19,1029626.9836251911,0.029626983625191228,0.003944360723144857,10084.281049910414,11366.518803297638,130839.3494236611,224189.34866067907,12124.109123681084,11234.123080473017,15239.35852391496,19830.16728009965,9219.601967299746,26000.408509654928,9585.35574815959,11108.359633871842,27372.443981962915,18536.997827404106,36100.31952753057,15709.995164114125,3670.841315444301,20113.001227448985,229150.8593992332,10722.186249464201,12111.789554661336,25175.099711540865,3586.0985039380803,36192.14555363846,19311.029433286258,10797.534129961416,40785.29291533638,10772.176664578723,12591.023574301693,6107.167086642533
2024-01-22,1028430.4048669516,0.028430404866951697,0.007603585688318537,10184.800092879166,11451.44211262381,130367.27148176657,224189.34866067907,12124.109123681084,11234.123080473017,15328.593951771405,19830.16728009965,9219.601967299746,26000.408509654928,9585.35574815959,11194.861266562271,27372.443981962915,18536.997827404106,36057.99671258916,15709.995164114125,3670.841315444301,20204.023215364025,227909.22182599103,10751.474426954435,11967.556804722371,25224.580851677583,3621.7967919019475,36192.14555363846,19311.029433286258,10866.20138154833,40785.29291533638,10772.840467679309,12591.023574301693,6174.85934738472
2024-01-23,1032736.1100595173,0.032736110059517376,0.005048653295425698,10209.929853621352,11442.408604323029,131412.59611250387,224189.34866067907,12124.109123681084,11234.123080473017,15385.110004017499,19830.16728009965,9219.601967299746,26000.408509654928,9585.35574815959,11265.986983725357,27372.443981962915,18536.997827404106,35821.01062860479,15709.995164114125,3670.841315444301,20273.132758210708,229283.08852520975,10790.824707716154,12125.975460117877,26268.890864494966,3574.8506859449153,36192.14555363846,19311.029433286258,11594.061389788076,40785.29291533638,10800.019041287707,12591.023574301693,6135.34030441597
2024-01-24,1034522.7398873797,0.03452273988737975,0.002422152138000344,10229.049970808852,11283.040379225373,132129.13839460837,224189.34866067907,12124.109123681084,11234.123080473017,15251.255054066327,19830.16728009965,9219.601967299746,26000.408509654928,9585.35574815959,11265.343688437271,27372.443981962915,18536.997827404106,36140.51841058721,15709.995164114125,3670.841315444301,20111.316504548595,231386.91579571756,11058.369263380217,11991.202205723346,25951.505641106294,3574.8506859449153,36192.14555363846,19078.45408384145,11333.128017290517,40785.29291533638,10647.541990506457,12591.023574301693,6049.255099337845
2024-01-25,1040377.1174294516,0.0403771174294516,0.008858265881585226,10351.969526472914,11455.057896315217,132870.9825108193,224189.34866067907,12124.109123681084,11234.123080473017,15554.656955311444,19830.16728009965,9219.601967299746,26000.408509654928,9585.35574815959,12322.595809408951,27372.443981962915,18536.997827404106,36656.810006046195,15709.995164114125,3670.841315444301,20322.014578889415,232714.80452862772,11104.186371534515,11992.383808201374,26548.73714745395,3583.653405061127,36192.14555363846,19226.394452493794,11610.543422563955,40785.29291533638,10802.671140897082,12703.809754374051,6105.014987033158
2024-01-26,1041952.3939447047,0.041952393944704625,0.010457118295607026,11081.826337996352,11509.623142897248,134025.88839460837,224189.34866067907,12124.109123681084,11234.123080473017,15498.142108509686,19830.16728009965,9219.601967299746,26000.408509654928,9585.35574815959,12129.729354330826,27372.443981962915,18555.991803289624,36517.15216913213,15709.995164114125,3670.841315444301,20438.319838594,232174.46059552225,10998.894776075529,12226.464122837606,26637.46956932895,3582.1859825757756,36192.14555363846,19289.009503763325,11640.755023821277,40785.29291533638,10897.474363553332,12770.461915018583,6064.7116423065945
2024-01-29,1048823.5184289387,0.04882351842893873,0.016396911460841768,11050.686933699475,11570.334507643342,135829.907880082,224189.34866067907,12124.109123681084,11234.123080473017,15542.760425160079,19830.16728009965,9321.332927363826,26000.408509654928,9585.35574815959,12111.787627646256,27372.443981962915,18668.54913056013,36612.37003412237,15709.995164114125,3670.841315444301,20515.85713870387,235502.75747052225,11256.556442945646,12360.053867405475,26640.883204582857,3577.133141389252,36192.14555363846,19833.983258646138,11544.621356829093,40785.29291533638,10948.518720853137,13054.399476053739,6186.793551486283
2024-01-30,1049468.4086786136,0.049468408678613685,0.019946142174302572,11230.41996592604,11612.615849196076,133924.7325108193,224189.34866067907,12124.109123681084,11379.6929448831,15492.84089783075,20068.603047968376,9470.822520869686,26000.408509654928,9585.35574815959,12158.561828085709,27372.443981962915,18721.704953314038,37361.4235619544,15709.995164114125,3670.841315444301,20579.911131928966,236157.0890385398,11312.076538770842,12254.675430929805,26867.837473992036,3616.5807884839787,36192.14555363846,19825.03886167348,11659.981029375478,40785.29291533638,10984.981977689074,12981.082825663112,6177.794528048783
2024-01-31,1043638.4310584755,0.043638431058475424,0.011540799892284292,11044.132124129166,11599.605930983185,130721.32993818747,224189.34866067907,12124.109123681084,11215.674146054975,15492.84089783075,19710.644307734,9403.065868037655,26000.408509654928,9585.35574815959,11888.803161093521,27372.443981962915,18720.345848190394,36957.27692499151,15709.995164114125,3670.841315444301,20431.576804231212,236157.0890385398,11088.015869825529,12254.675430929805,26808.11266625278,3581.045403352143,36192.14555363846,19368.14188901723,11627.020603044912,40785.29291533638,10962.441465604114,12862.441834452176,6114.20993332222
2024-02-01,1051549.1635004175,0.051549163500417494,0.021338988405031456,11179.614423933852,11971.822178541779,134160.77148176657,224189.34866067907,12124.109123681084,11487.687024472943,15492.84089783075,19771.855550409782,9399.274821895076,26000.408509654928,9585.35574815959,12096.40750069313,27372.443981962915,19143.84013627695,36823.97055902471,15709.995164114125,3670.841315444301,21375.503569673107,237066.77532014198,11357.537277906584,12254.675430929805,27156.206797722505,3591.803994050385,36192.14555363846,19554.617719095357,11665.475040300771,40785.29291533638,11165.302961575793,12997.07739353421,6206.162447970658
2024-02-02,1068124.8571878562,0.06812485718785632,0.024907380075711583,11353.882978621352,11922.316410719513,144723.56045271383,224189.34866067907,12124.109123681084,11760.433972715131,15492.84089783075,20350.707723261345,9494.276805537655,26000.408509654928,9585.35574815959,12025.28283638649,27372.443981962915,19005.85761521982,37035.56430902471,15709.995164114125,3670.841315444301,21380.56326205592,241438.40776643105,11920.476044386076,12254.675430929805,26970.2161513602,3637.445061555268,36192.14555363846,19682.601422708638,11566.594974382802,40785.29291533638,11248.835539090442,13006.409546854518,6223.967013400345
2024-02-05,1063544.2670351157,0.06354426703511584,0.01763439857898197,11328.207197371352,11878.225987135529,143459.06045271383,224189.34866067907,12124.109123681084,11993.007703183881,15492.84089783075,20362.681234003532,9379.612346309139,26000.408509654928,9585.35574815959,11873.425139853287,27372.443981962915,18849.057669388523,36986.89679803838,15709.995164114125,3670.841315444301,21341.795302461196,238165.56960114784,12490.424774854826,12254.675430929805,26990.692439201997,3609.08207022226,36192.14555363846,19851.182050150044,11360.595645769521,40785.29291533638,11188.50727676134,12942.424012186551,6116.3620329315945
